accuracy,loss,val_accuracy,val_loss,learning_rate
0.16723771393299103,2.803786516189575,0.21379011869430542,2.6357123851776123,9.999999747378752e-05
0.20835262537002563,2.6543068885803223,0.23070251941680908,2.537567377090454,9.999999747378752e-05
0.22400222718715668,2.5744683742523193,0.24154379963874817,2.553128480911255,9.999999747378752e-05
0.2400222271680832,2.5190372467041016,0.2489158660173416,2.486258029937744,9.999999747378752e-05
0.24993054568767548,2.4688475131988525,0.26496097445487976,2.4285964965820312,9.999999747378752e-05
0.2605796754360199,2.441995620727539,0.2831743359565735,2.3767189979553223,9.999999747378752e-05
0.27502545714378357,2.4017372131347656,0.2745012938976288,2.3858659267425537,9.999999747378752e-05
0.28095194697380066,2.378460645675659,0.28664353489875793,2.3444530963897705,9.999999747378752e-05
0.28743401169776917,2.3502631187438965,0.28534257411956787,2.378955602645874,9.999999747378752e-05
0.2937309145927429,2.3162810802459717,0.3044232428073883,2.2935473918914795,9.999999747378752e-05
0.2993795573711395,2.307004690170288,0.2935819625854492,2.3425679206848145,9.999999747378752e-05
0.3004907965660095,2.2865869998931885,0.3178664445877075,2.2749905586242676,9.999999747378752e-05
0.31002870202064514,2.2671127319335938,0.32740676403045654,2.2242431640625,9.999999747378752e-05
0.3115103244781494,2.256779670715332,0.3256721496582031,2.2367255687713623,9.999999747378752e-05
0.3196592330932617,2.232456684112549,0.3256721496582031,2.2276177406311035,9.999999747378752e-05
0.3230854570865631,2.209679126739502,0.3347788453102112,2.1959540843963623,9.999999747378752e-05
0.32465970516204834,2.2105345726013184,0.3304423391819,2.2259368896484375,9.999999747378752e-05
0.3331789970397949,2.182849407196045,0.32740676403045654,2.2586207389831543,9.999999747378752e-05
0.33280858397483826,2.1670799255371094,0.33217692375183105,2.1953532695770264,9.999999747378752e-05
0.3419761061668396,2.1523702144622803,0.3278404176235199,2.229621410369873,9.999999747378752e-05
0.3411426842212677,2.1551342010498047,0.3104943633079529,2.349471092224121,9.999999747378752e-05
0.34521713852882385,2.132378339767456,0.34171727299690247,2.157437562942505,9.999999747378752e-05
0.34521713852882385,2.1330158710479736,0.32827407121658325,2.2136032581329346,9.999999747378752e-05
0.3610519468784332,2.104994773864746,0.3334778845310211,2.249809503555298,9.999999747378752e-05
0.34993982315063477,2.1068215370178223,0.34865567088127136,2.166182041168213,9.999999747378752e-05
0.3571627140045166,2.0949413776397705,0.33824804425239563,2.2009520530700684,9.999999747378752e-05
0.35957032442092896,2.077800989151001,0.3521248996257782,2.178234577178955,9.999999747378752e-05
0.3552180826663971,2.0718467235565186,0.34865567088127136,2.1563327312469482,9.999999747378752e-05
0.36771923303604126,2.0464751720428467,0.34215089678764343,2.177208185195923,9.999999747378752e-05
0.3704972565174103,2.0446527004241943,0.35862967371940613,2.1548101902008057,9.999999747378752e-05
0.3675340414047241,2.042996883392334,0.348222017288208,2.1381614208221436,9.999999747378752e-05
0.3737383186817169,2.0279510021209717,0.3378143906593323,2.2373688220977783,9.999999747378752e-05
0.37392351031303406,2.0244853496551514,0.37510842084884644,2.092244863510132,9.999999747378752e-05
0.3797573745250702,2.008387804031372,0.3490893244743347,2.201416254043579,9.999999747378752e-05
0.38346144556999207,1.999098777770996,0.3607979118824005,2.1433019638061523,9.999999747378752e-05
0.38549864292144775,1.9919073581695557,0.35646140575408936,2.1628332138061523,9.999999747378752e-05
0.38948050141334534,1.9784034490585327,0.36643537878990173,2.131889581680298,9.999999747378752e-05
0.3920733332633972,1.975402593612671,0.35385948419570923,2.188108444213867,9.999999747378752e-05
0.3929993510246277,1.973602294921875,0.35862967371940613,2.140690326690674,9.999999747378752e-05
0.40272247791290283,1.9228849411010742,0.3764093816280365,2.102858543395996,4.999999873689376e-05
0.40688952803611755,1.9147279262542725,0.36990460753440857,2.1273019313812256,4.999999873689376e-05
0.40374109148979187,1.9207520484924316,0.3842150866985321,2.0828728675842285,4.999999873689376e-05
0.40892675518989563,1.9116398096084595,0.3833477795124054,2.0803475379943848,4.999999873689376e-05
0.403926283121109,1.9035736322402954,0.37294015288352966,2.113858222961426,4.999999873689376e-05
0.41050097346305847,1.8912216424942017,0.3824804723262787,2.0795438289642334,4.999999873689376e-05
0.4056857228279114,1.8954617977142334,0.37510842084884644,2.072516441345215,4.999999873689376e-05
0.412445604801178,1.8933544158935547,0.3785776197910309,2.0804812908172607,4.999999873689376e-05
0.41476061940193176,1.8815629482269287,0.37510842084884644,2.1033358573913574,4.999999873689376e-05
0.41392722725868225,1.8762295246124268,0.37684300541877747,2.073211669921875,4.999999873689376e-05
0.4138346016407013,1.86508047580719,0.37597572803497314,2.114919662475586,4.999999873689376e-05
0.4163348376750946,1.8702207803726196,0.3746747672557831,2.1158206462860107,4.999999873689376e-05
0.42105749249458313,1.8597513437271118,0.3833477795124054,2.077022075653076,4.999999873689376e-05
